w,all_sample,one_sample1,one_sample2,50_sample,100_sampe
4.472,430.100095959,571.387145619,565.88451107,407.063167295,393.057710899
4.474,430.024126511,571.029821428,565.881461534,407.005623326,393.003848578
4.476,429.948451608,570.672877172,565.878587282,406.948356835,392.950277589
4.478,429.873071253,570.31631285,565.875888314,406.891367821,392.896997931
4.48,429.797985443,569.960128462,565.873364629,406.834656285,392.844009604
4.482,429.72319418,569.604324008,565.871016229,406.778222226,392.791312609
4.484,429.648697464,569.248899488,565.868843113,406.722065645,392.738906945
4.486,429.574495294,568.893854902,565.86684528,406.666186542,392.686792612
4.488,429.500587671,568.539190251,565.865022732,406.610584916,392.634969611
4.49,429.426974594,568.184905534,565.863375468,406.555260768,392.583437942
4.492,429.353656063,567.831000751,565.861903487,406.500214097,392.532197603
4.494,429.280632079,567.477475902,565.860606791,406.445444904,392.481248596
4.496,429.207902642,567.124330987,565.859485378,406.390953189,392.430590921
4.498,429.135467751,566.771566006,565.858539249,406.336738951,392.380224577
4.5,429.063327406,566.41918096,565.857768405,406.282802191,392.330149564
4.502,428.991481608,566.067175847,565.857172844,406.229142908,392.280365882
4.504,428.919930356,565.715550669,565.856752567,406.175761103,392.230873532
4.506,428.848673651,565.364305425,565.856507574,406.122656775,392.181672514
4.508,428.777711492,565.013440115,565.856437865,406.069829925,392.132762827
4.51,428.70704388,564.66295474,565.85654344,406.017280553,392.084144471
4.512,428.636670814,564.312849298,565.856824299,405.965008658,392.035817446
4.514,428.566592295,563.963123791,565.857280442,405.913014241,391.987781753
4.516,428.496808322,563.613778218,565.857911869,405.861297302,391.940037391
4.518,428.427318896,563.264812579,565.85871858,405.80985784,391.892584361
4.52,428.358124016,562.916226874,565.859700575,405.758695855,391.845422662
4.522,428.289223683,562.568021103,565.860857854,405.707811349,391.798552295
4.524,428.220617896,562.220195267,565.862190416,405.65720432,391.751973259
4.526,428.152306655,561.872749364,565.863698263,405.606874768,391.705685554
4.528,428.084289961,561.525683396,565.865381394,405.556822694,391.65968918
4.53,428.016567814,561.178997362,565.867239808,405.507048098,391.613984139
4.532,427.949140213,560.832691262,565.869273507,405.457550979,391.568570428
4.534,427.882007158,560.486765097,565.871482489,405.408331338,391.523448049
4.536,427.81516865,560.141218865,565.873866755,405.359389174,391.478617001
4.538,427.748624688,559.796052568,565.876426306,405.310724488,391.434077284
4.54,427.682375273,559.451266204,565.87916114,405.262337279,391.389828899
4.542,427.616420405,559.106859775,565.882071258,405.214227549,391.345871846
4.544,427.550760082,558.76283328,565.88515666,405.166395295,391.302206123
4.546,427.485394307,558.41918672,565.888417347,405.11884052,391.258831733
4.548,427.420323077,558.075920093,565.891853317,405.071563221,391.215748673
4.55,427.355546395,557.733033401,565.895464571,405.024563401,391.172956945
4.552,427.291064258,557.390526642,565.899251109,404.977841058,391.130456548
4.554,427.226876668,557.048399818,565.903212931,404.931396193,391.088247483
4.556,427.162983625,556.706652928,565.907350037,404.885228805,391.046329749
4.558,427.099385128,556.365285972,565.911662426,404.839338895,391.004703346
4.56,427.036081178,556.024298951,565.9161501,404.793726462,390.963368275
4.562,426.973071774,555.683691863,565.920813058,404.748391507,390.922324535
4.564,426.910356916,555.34346471,565.9256513,404.70333403,390.881572127
4.566,426.847936605,555.003617491,565.930664825,404.65855403,390.84111105
4.568,426.785810841,554.664150206,565.935853635,404.614051508,390.800941304
4.57,426.723979622,554.325062855,565.941217729,404.569826463,390.76106289
4.572,426.662442951,553.986355438,565.946757106,404.525878896,390.721475807
4.574,426.601200826,553.648027956,565.952471767,404.482208807,390.682180055
4.576,426.540253247,553.310080408,565.958361713,404.438816195,390.643175635
4.578,426.479600215,552.972512794,565.964426942,404.395701061,390.604462547
4.58,426.419241729,552.635325113,565.970667456,404.352863404,390.566040789
4.582,426.35917779,552.298517368,565.977083253,404.310303225,390.527910363
4.584,426.299408397,551.962089556,565.983674334,404.268020524,390.490071269
4.586,426.239933551,551.626041678,565.990440699,404.2260153,390.452523506
4.588,426.180753251,551.290373735,565.997382348,404.184287554,390.415267074
4.59,426.121867497,550.955085726,566.004499281,404.142837285,390.378301973
4.592,426.063276291,550.620177651,566.011791498,404.101664494,390.341628204
4.594,426.00497963,550.28564951,566.019258999,404.06076918,390.305245767
4.596,425.946977516,549.951501303,566.026901784,404.020151344,390.269154661
4.598,425.889269949,549.617733031,566.034719853,403.979810986,390.233354886
4.6,425.831856928,549.284344692,566.042713206,403.939748105,390.197846442
4.602,425.774738453,548.951336288,566.050881843,403.899962702,390.16262933
4.604,425.717914525,548.618707818,566.059225763,403.860454777,390.127703549
4.606,425.661385143,548.286459282,566.067744968,403.821224329,390.0930691
4.608,425.605150308,547.95459068,566.076439456,403.782271358,390.058725982
4.61,425.54921002,547.623102013,566.085309229,403.743595866,390.024674196
4.612,425.493564277,547.291993279,566.094354286,403.70519785,389.99091374
4.614,425.438213082,546.96126448,566.103574626,403.667077313,389.957444617
4.616,425.383156433,546.630915615,566.11297025,403.629234253,389.924266824
4.618,425.32839433,546.300946684,566.122541159,403.59166867,389.891380363
4.62,425.273926773,545.971357687,566.132287351,403.554380565,389.858785234
4.622,425.219753764,545.642148625,566.142208827,403.517369938,389.826481435
4.624,425.1658753,545.313319496,566.152305588,403.480636789,389.794468969
4.626,425.112291383,544.984870302,566.162577632,403.444181116,389.762747833
4.628,425.059002013,544.656801042,566.17302496,403.408002922,389.731318029
4.63,425.006007189,544.329111716,566.183647572,403.372102205,389.700179556
4.632,424.953306912,544.001802324,566.194445468,403.336478966,389.669332415
4.634,424.900901181,543.674872866,566.205418648,403.301133204,389.638776605
4.636,424.848789996,543.348323343,566.216567112,403.26606492,389.608512127
4.638,424.796973358,543.022153754,566.22789086,403.231274113,389.578538979
4.64,424.745451266,542.696364098,566.239389891,403.196760785,389.548857164
4.642,424.694223721,542.370954377,566.251064207,403.162524933,389.519466679
4.644,424.643290723,542.045924591,566.262913807,403.128566559,389.490367526
4.646,424.592652271,541.721274738,566.27493869,403.094885663,389.461559705
4.648,424.542308365,541.397004819,566.287138858,403.061482245,389.433043215
4.65,424.492259006,541.073114835,566.29951431,403.028356304,389.404818056
4.652,424.442504193,540.749604785,566.312065045,402.99550784,389.376884228
4.654,424.393043927,540.426474669,566.324791065,402.962936855,389.349241732
4.656,424.343878207,540.103724487,566.337692368,402.930643346,389.321890568
4.658,424.295007033,539.781354239,566.350768955,402.898627316,389.294830734
4.66,424.246430407,539.459363926,566.364020827,402.866888763,389.268062232
4.662,424.198148326,539.137753546,566.377447982,402.835427687,389.241585062
4.664,424.150160792,538.816523101,566.391050421,402.804244089,389.215399223
4.666,424.102467805,538.49567259,566.404828144,402.773337969,389.189504715
4.668,424.055069364,538.175202013,566.418781151,402.742709326,389.163901539
4.67,424.007965469,537.85511137,566.432909442,402.712358161,389.138589694
4.672,423.961156121,537.535400662,566.447213017,402.682284474,389.11356918
4.674,423.91464132,537.216069887,566.461691876,402.652488264,389.088839998
4.676,423.868421065,536.897119047,566.476346019,402.622969532,389.064402147
4.678,423.822495356,536.578548141,566.491175446,402.593728277,389.040255628
4.68,423.776864194,536.260357169,566.506180157,402.5647645,389.01640044
4.682,423.731527578,535.942546131,566.521360152,402.5360782,388.992836583
4.684,423.686485509,535.625115028,566.53671543,402.507669378,388.969564058
4.686,423.641737986,535.308063858,566.552245993,402.479538034,388.946582864
4.688,423.59728501,534.991392623,566.56795184,402.451684167,388.923893001
4.69,423.55312658,534.675101322,566.58383297,402.424107778,388.90149447
4.692,423.509262697,534.359189955,566.599889385,402.396808867,388.87938727
4.694,423.46569336,534.043658522,566.616121083,402.369787433,388.857571402
4.696,423.42241857,533.728507023,566.632528066,402.343043476,388.836046865
4.698,423.379438326,533.413735459,566.649110332,402.316576997,388.81481366
4.7,423.336752628,533.099343829,566.665867882,402.290387996,388.793871785
4.702,423.294361477,532.785332132,566.682800717,402.264476472,388.773221243
4.704,423.252264873,532.47170037,566.699908835,402.238842426,388.752862031
4.706,423.210462815,532.158448543,566.717192237,402.213485858,388.732794151
4.708,423.168955303,531.845576649,566.734650923,402.188406767,388.713017603
4.71,423.127742338,531.533084689,566.752284893,402.163605154,388.693532385
4.712,423.08682392,531.220972664,566.770094147,402.139081018,388.674338499
4.714,423.046200047,530.909240573,566.788078685,402.11483436,388.655435945
4.716,423.005870722,530.597888416,566.806238507,402.09086518,388.636824722
4.718,422.965835943,530.286916193,566.824573613,402.067173477,388.61850483
4.72,422.92609571,529.976323904,566.843084003,402.043759251,388.60047627
4.722,422.886650024,529.66611155,566.861769676,402.020622504,388.582739041
4.724,422.847498884,529.356279129,566.880630634,401.997763234,388.565293143
4.726,422.808642291,529.046826643,566.899666876,401.975181441,388.548138577
4.728,422.770080244,528.737754091,566.918878401,401.952877126,388.531275342
4.73,422.731812743,528.429061473,566.938265211,401.930850289,388.514703439
4.732,422.69383979,528.120748789,566.957827304,401.909100929,388.498422867
4.734,422.656161382,527.81281604,566.977564682,401.887629047,388.482433626
4.736,422.618777521,527.505263224,566.997477343,401.866434642,388.466735717
4.738,422.581688207,527.198090343,567.017565289,401.845517715,388.451329139
4.74,422.544893439,526.891297396,567.037828518,401.824878266,388.436213893
4.742,422.508393217,526.584884383,567.058267031,401.804516294,388.421389978
4.744,422.472187542,526.278851304,567.078880828,401.7844318,388.406857394
4.746,422.436276414,525.97319816,567.09966991,401.764624783,388.392616142
4.748,422.400659831,525.667924949,567.120634275,401.745095244,388.378666221
4.75,422.365337796,525.363031673,567.141773924,401.725843183,388.365007631
4.752,422.330310307,525.058518331,567.163088857,401.706868599,388.351640373
4.754,422.295577364,524.754384923,567.184579074,401.688171492,388.338564446
4.756,422.261138968,524.450631449,567.206244575,401.669751864,388.325779851
4.758,422.226995118,524.147257909,567.22808536,401.651609713,388.313286587
4.76,422.193145815,523.844264304,567.250101428,401.633745039,388.301084655
4.762,422.159591058,523.541650633,567.272292781,401.616157843,388.289174053
4.764,422.126330847,523.239416896,567.294659418,401.598848125,388.277554783
4.766,422.093365184,522.937563093,567.317201338,401.581815884,388.266226845
4.768,422.060694066,522.636089224,567.339918543,401.565061121,388.255190238
4.77,422.028317495,522.334995289,567.362811032,401.548583835,388.244444962
4.772,421.996235471,522.034281289,567.385878804,401.532384027,388.233991018
4.774,421.964447993,521.733947222,567.409121861,401.516461697,388.223828405
4.776,421.932955061,521.43399309,567.432540201,401.500816844,388.213957124
4.778,421.901756676,521.134418892,567.456133825,401.485449469,388.204377173
4.78,421.870852838,520.835224628,567.479902734,401.470359571,388.195088555
