w,all_sample,one_sample1,one_sample2,50_sample,100_sampe
2.374,672.006153266,1155.45946259,665.61672783,620.24063669,610.002762929
2.376,671.621204569,1154.70358746,665.42980543,619.892018729,609.643293984
2.378,671.236550418,1153.94809227,665.243058314,619.543678245,609.284116371
2.38,670.852190813,1153.19297702,665.056486483,619.195615239,608.925230089
2.382,670.468125755,1152.43824169,664.870089935,618.84782971,608.566635138
2.384,670.084355243,1151.6838863,664.683868671,618.500321659,608.208331519
2.386,669.700879278,1150.92991085,664.497822691,618.153091086,607.850319231
2.388,669.31769786,1150.17631533,664.311951995,617.80613799,607.492598275
2.39,668.934810987,1149.42309974,664.126256583,617.459462372,607.13516865
2.392,668.552218662,1148.67026409,663.940736454,617.113064232,606.778030357
2.394,668.169920883,1147.91780837,663.75539161,616.766943569,606.421183395
2.396,667.78791765,1147.16573258,663.57022205,616.421100383,606.064627764
2.398,667.406208963,1146.41403673,663.385227774,616.075534675,605.708363464
2.4,667.024794824,1145.66272082,663.200408781,615.730246445,605.352390496
2.402,666.64367523,1144.91178484,663.015765073,615.385235693,604.99670886
2.404,666.262850183,1144.16122879,662.831296649,615.040502418,604.641318554
2.406,665.882319683,1143.41105268,662.647003508,614.69604662,604.286219581
2.408,665.502083729,1142.6612565,662.462885651,614.3518683,603.931411938
2.41,665.122142322,1141.91184025,662.278943079,614.007967458,603.576895627
2.412,664.742495461,1141.16280394,662.09517579,613.664344093,603.222670647
2.414,664.363143146,1140.41414756,661.911583786,613.320998206,602.868736999
2.416,663.984085378,1139.66587112,661.728167065,612.977929797,602.515094682
2.418,663.605322157,1138.91797461,661.544925628,612.635138865,602.161743697
2.42,663.226853481,1138.17045804,661.361859475,612.292625411,601.808684042
2.422,662.848679353,1137.4233214,661.178968606,611.950389434,601.45591572
2.424,662.470799771,1136.67656469,660.996253021,611.608430935,601.103438728
2.426,662.093214735,1135.93018792,660.81371272,611.266749913,600.751253068
2.428,661.715924246,1135.18419108,660.631347703,610.925346369,600.39935874
2.43,661.338928303,1134.43857418,660.44915797,610.584220303,600.047755743
2.432,660.962226907,1133.69333721,660.267143521,610.243371714,599.696444077
2.434,660.585820057,1132.94848017,660.085304356,609.902800603,599.345423742
2.436,660.209707754,1132.20400307,659.903640475,609.56250697,598.994694739
2.438,659.833889997,1131.4599059,659.722151877,609.222490814,598.644257068
2.44,659.458366786,1130.71618867,659.540838564,608.882752135,598.294110727
2.442,659.083138123,1129.97285137,659.359700535,608.543290934,597.944255718
2.444,658.708204005,1129.22989401,659.178737789,608.204107211,597.594692041
2.446,658.333564434,1128.48731658,658.997950328,607.865200966,597.245419695
2.448,657.95921941,1127.74511908,658.81733815,607.526572198,596.89643868
2.45,657.585168932,1127.00330152,658.636901257,607.188220907,596.547748997
2.452,657.211413,1126.26186389,658.456639647,606.850147094,596.199350645
2.454,656.837951615,1125.5208062,658.276553321,606.512350759,595.851243624
2.456,656.464784776,1124.78012844,658.096642279,606.174831901,595.503427935
2.458,656.091912484,1124.03983061,657.916906522,605.837590521,595.155903577
2.46,655.719334739,1123.29991272,657.737346048,605.500626619,594.808670551
2.462,655.347051539,1122.56037477,657.557960858,605.163940194,594.461728856
2.464,654.975062887,1121.82121674,657.378750952,604.827531247,594.115078492
2.466,654.60336878,1121.08243865,657.19971633,604.491399777,593.76871946
2.468,654.231969221,1120.3440405,657.020856992,604.155545785,593.422651759
2.47,653.860864207,1119.60602228,656.842172938,603.81996927,593.076875389
2.472,653.49005374,1118.86838399,656.663664168,603.484670233,592.731390351
2.474,653.11953782,1118.13112564,656.485330682,603.149648674,592.386196644
2.476,652.749316446,1117.39424722,656.307172479,602.814904592,592.041294269
2.478,652.379389619,1116.65774874,656.129189561,602.480437988,591.696683225
2.48,652.009757338,1115.92163019,655.951381927,602.146248862,591.352363512
2.482,651.640419603,1115.18589158,655.773749576,601.812337213,591.008335131
2.484,651.271376415,1114.45053289,655.59629251,601.478703041,590.664598082
2.486,650.902627774,1113.71555415,655.419010727,601.145346347,590.321152363
2.488,650.534173679,1112.98095533,655.241904229,600.812267131,589.977997976
2.49,650.16601413,1112.24673646,655.064973014,600.479465393,589.63513492
2.492,649.798149128,1111.51289751,654.888217084,600.146941131,589.292563196
2.494,649.430578672,1110.7794385,654.711636437,599.814694348,588.950282803
2.496,649.063302763,1110.04635942,654.535231074,599.482725042,588.608293742
2.498,648.696321401,1109.31366028,654.359000995,599.151033214,588.266596012
2.5,648.329634584,1108.58134107,654.182946201,598.819618863,587.925189613
2.502,647.963242315,1107.8494018,654.00706669,598.48848199,587.584074546
2.504,647.597144591,1107.11784246,653.831362463,598.157622595,587.24325081
2.506,647.231341414,1106.38666306,653.65583352,597.827040677,586.902718405
2.508,646.865832784,1105.65586358,653.480479861,597.496736236,586.562477332
2.51,646.5006187,1104.92544405,653.305301486,597.166709274,586.22252759
2.512,646.135699163,1104.19540444,653.130298395,596.836959789,585.88286918
2.514,645.771074172,1103.46574478,652.955470587,596.507487781,585.543502101
2.516,645.406743727,1102.73646504,652.780818064,596.178293251,585.204426353
2.518,645.042707829,1102.00756524,652.606340825,595.849376199,584.865641937
2.52,644.678966478,1101.27904537,652.432038869,595.520736624,584.527148852
2.522,644.315519673,1100.55090544,652.257912198,595.192374527,584.188947099
2.524,643.952367414,1099.82314544,652.083960811,594.864289907,583.851036677
2.526,643.589509702,1099.09576538,651.910184707,594.536482765,583.513417586
2.528,643.226946537,1098.36876525,651.736583888,594.208953101,583.176089827
2.53,642.864677917,1097.64214505,651.563158352,593.881700914,582.839053399
2.532,642.502703845,1096.91590479,651.3899081,593.554726205,582.502308302
2.534,642.141024319,1096.19004447,651.216833133,593.228028973,582.165854537
2.536,641.779639339,1095.46456407,651.043933449,592.901609219,581.829692103
2.538,641.418548906,1094.73946361,650.871209049,592.575466943,581.493821001
2.54,641.057753019,1094.01474309,650.698659933,592.249602144,581.15824123
2.542,640.697251678,1093.2904025,650.526286101,591.924014822,580.82295279
2.544,640.337044885,1092.56644184,650.354087554,591.598704979,580.487955682
2.546,639.977132637,1091.84286112,650.18206429,591.273672613,580.153249905
2.548,639.617514936,1091.11966033,650.01021631,590.948917724,579.81883546
2.55,639.258191782,1090.39683948,649.838543613,590.624440313,579.484712346
2.552,638.899163174,1089.67439856,649.667046201,590.30024038,579.150880563
2.554,638.540429112,1088.95233757,649.495724073,589.976317924,578.817340112
2.556,638.181989597,1088.23065652,649.324577229,589.652672946,578.484090992
2.558,637.823844629,1087.5093554,649.153605669,589.329305445,578.151133203
2.56,637.465994207,1086.78843422,648.982809392,589.006215423,577.818466746
2.562,637.108438331,1086.06789297,648.8121884,588.683402877,577.48609162
2.564,636.751177002,1085.34773166,648.641742691,588.360867809,577.154007826
2.566,636.394210219,1084.62795028,648.471472267,588.038610219,576.822215363
2.568,636.037537983,1083.90854883,648.301377126,587.716630107,576.490714231
2.57,635.681160293,1083.18952732,648.13145727,587.394927472,576.159504431
2.572,635.32507715,1082.47088574,647.961712697,587.073502314,575.828585962
2.574,634.969288553,1081.7526241,647.792143409,586.752354634,575.497958825
2.576,634.613794503,1081.03474239,647.622749404,586.431484432,575.167623019
2.578,634.258594999,1080.31724061,647.453530683,586.110891707,574.837578544
2.58,633.903690042,1079.60011877,647.284487246,585.79057646,574.507825401
2.582,633.549079631,1078.88337686,647.115619093,585.470538691,574.178363589
2.584,633.194763766,1078.16701489,646.946926224,585.150778399,573.849193109
2.586,632.840742449,1077.45103285,646.778408639,584.831295585,573.52031396
2.588,632.487015677,1076.73543075,646.610066338,584.512090248,573.191726142
2.59,632.133583452,1076.02020857,646.441899321,584.193162389,572.863429655
2.592,631.780445773,1075.30536634,646.273907588,583.874512007,572.535424501
2.594,631.427602641,1074.59090404,646.106091139,583.556139103,572.207710677
2.596,631.075054056,1073.87682167,645.938449974,583.238043677,571.880288185
2.598,630.722800017,1073.16311923,645.770984092,582.920225728,571.553157024
2.6,630.370840524,1072.44979673,645.603693495,582.602685257,571.226317195
2.602,630.019175578,1071.73685417,645.436578182,582.285422264,570.899768697
2.604,629.667805178,1071.02429154,645.269638152,581.968436748,570.57351153
2.606,629.316729325,1070.31210884,645.102873407,581.651728709,570.247545695
2.608,628.965948018,1069.60030608,644.936283945,581.335298149,569.921871191
2.61,628.615461258,1068.88888325,644.769869768,581.019145065,569.596488018
2.612,628.265269044,1068.17784035,644.603630874,580.70326946,569.271396177
2.614,627.915371377,1067.46717739,644.437567264,580.387671332,568.946595667
2.616,627.565768256,1066.75689436,644.271678939,580.072350681,568.622086489
2.618,627.216459681,1066.04699127,644.105965897,579.757307508,568.297868642
2.62,626.867445653,1065.33746811,643.940428139,579.442541813,567.973942127
2.622,626.518726172,1064.62832489,643.775065665,579.128053596,567.650306942
2.624,626.170301237,1063.9195616,643.609878475,578.813842855,567.32696309
2.626,625.822170849,1063.21117824,643.444866569,578.499909593,567.003910568
2.628,625.474335006,1062.50317482,643.280029947,578.186253808,566.681149378
2.63,625.126793711,1061.79555134,643.115368609,577.872875501,566.35867952
2.632,624.779546962,1061.08830778,642.950882555,577.559774671,566.036500992
2.634,624.432594759,1060.38144416,642.786571785,577.246951319,565.714613797
2.636,624.085937103,1059.67496048,642.622436299,576.934405444,565.393017932
2.638,623.739573993,1058.96885673,642.458476096,576.622137048,565.071713399
2.64,623.39350543,1058.26313291,642.294691178,576.310146128,564.750700197
2.642,623.047731413,1057.55778903,642.131081544,575.998432686,564.429978327
2.644,622.702251943,1056.85282508,641.967647193,575.686996722,564.109547788
2.646,622.357067019,1056.14824107,641.804388127,575.375838236,563.789408581
2.648,622.012176642,1055.44403699,641.641304344,575.064957227,563.469560704
2.65,621.667580811,1054.74021284,641.478395846,574.754353695,563.15000416
2.652,621.323279527,1054.03676863,641.315662631,574.444027641,562.830738946
2.654,620.979272789,1053.33370435,641.1531047,574.133979065,562.511765064
2.656,620.635560597,1052.63102001,640.990722054,573.824207967,562.193082514
2.658,620.292142952,1051.9287156,640.828514691,573.514714346,561.874691294
2.66,619.949019854,1051.22679112,640.666482612,573.205498202,561.556591407
2.662,619.606191302,1050.52524658,640.504625817,572.896559536,561.23878285
2.664,619.263657296,1049.82408198,640.342944306,572.587898348,560.921265625
2.666,618.921417837,1049.1232973,640.181438079,572.279514637,560.604039731
2.668,618.579472925,1048.42289256,640.020107136,571.971408404,560.287105169
2.67,618.237822558,1047.72286776,639.858951477,571.663579649,559.970461938
2.672,617.896466739,1047.02322289,639.697971102,571.356028371,559.654110039
2.674,617.555405466,1046.32395795,639.537166011,571.048754571,559.338049471
2.676,617.214638739,1045.62507295,639.376536204,570.741758248,559.022280234
2.678,616.874166559,1044.92656789,639.21608168,570.435039403,558.706802328
2.68,616.533988925,1044.22844275,639.055802441,570.128598035,558.391615754
2.682,616.194105837,1043.53069755,638.895698486,569.822434145,558.076720512
2.684,615.854517297,1042.83333229,638.735769814,569.516547733,557.762116601
2.686,615.515223302,1042.13634696,638.576016427,569.210938798,557.447804021
2.688,615.176223854,1041.43974156,638.416438323,568.905607341,557.133782772
2.69,614.837518953,1040.7435161,638.257035504,568.600553361,556.820052855
2.692,614.499108598,1040.04767057,638.097807968,568.295776859,556.50661427
2.694,614.16099279,1039.35220497,637.938755716,567.991277835,556.193467015
2.696,613.823171527,1038.65711931,637.779878749,567.687056288,555.880611093
2.698,613.485644812,1037.96241359,637.621177065,567.383112219,555.568046501
2.7,613.148412643,1037.2680878,637.462650665,567.079445627,555.255773241
2.702,612.81147502,1036.57414194,637.304299549,566.776056513,554.943791312
2.704,612.474831944,1035.88057602,637.146123717,566.472944877,554.632100715
2.706,612.138483415,1035.18739003,636.988123169,566.170110718,554.320701449
2.708,611.802429431,1034.49458397,636.830297905,565.867554037,554.009593514
2.71,611.466669995,1033.80215785,636.672647925,565.565274833,553.698776911
2.712,611.131205104,1033.11011166,636.515173229,565.263273107,553.388251639
2.714,610.796034761,1032.41844541,636.357873817,564.961548858,553.078017699
2.716,610.461158963,1031.72715909,636.200749689,564.660102088,552.76807509
2.718,610.126577712,1031.03625271,636.043800844,564.358932794,552.458423812
2.72,609.792291008,1030.34572626,635.887027284,564.058040978,552.149063866
2.722,609.45829885,1029.65557974,635.730429008,563.75742664,551.839995251
2.724,609.124601239,1028.96581316,635.574006015,563.45708978,551.531217968
2.726,608.791198174,1028.27642651,635.417758307,563.157030397,551.222732015
2.728,608.458089655,1027.5874198,635.261685882,562.857248491,550.914537395
2.73,608.125275683,1026.89879302,635.105788742,562.557744064,550.606634105
2.732,607.792756258,1026.21054617,634.950066885,562.258517114,550.299022148
2.734,607.460531379,1025.52267926,634.794520312,561.959567641,549.991701521
2.736,607.128601046,1024.83519229,634.639149024,561.660895646,549.684672226
2.738,606.79696526,1024.14808524,634.483953019,561.362501128,549.377934262
2.74,606.465624021,1023.46135814,634.328932298,561.064384089,549.07148763
2.742,606.134577327,1022.77501096,634.174086861,560.766544526,548.765332329
2.744,605.803825181,1022.08904372,634.019416708,560.468982442,548.459468359
2.746,605.47336758,1021.40345641,633.864921839,560.171697835,548.153895721
2.748,605.143204527,1020.71824904,633.710602254,559.874690705,547.848614414
2.75,604.813336019,1020.03342161,633.556457953,559.577961053,547.543624438
2.752,604.483762059,1019.3489741,633.402488936,559.281508879,547.238925794
2.754,604.154482644,1018.66490653,633.248695203,558.985334182,546.934518482
2.756,603.825497776,1017.9812189,633.095076754,558.689436963,546.6304025
2.758,603.496807455,1017.2979112,632.941633588,558.393817222,546.32657785
2.76,603.16841168,1016.61498343,632.788365707,558.098474958,546.023044532
2.762,602.840310452,1015.9324356,632.63527311,557.803410172,545.719802545
2.764,602.51250377,1015.2502677,632.482355796,557.508622863,545.416851889
2.766,602.184991634,1014.56847973,632.329613767,557.214113032,545.114192565
2.768,601.857774045,1013.8870717,632.177047021,556.919880678,544.811824572
2.77,601.530851003,1013.20604361,632.02465556,556.625925802,544.50974791
2.772,601.204222507,1012.52539544,631.872439382,556.332248404,544.20796258
2.774,600.877888557,1011.84512722,631.720398489,556.038848483,543.906468581
2.776,600.551849154,1011.16523892,631.568532879,555.74572604,543.605265913
2.778,600.226104297,1010.48573056,631.416842553,555.452881074,543.304354577
2.78,599.900653987,1009.80660214,631.265327511,555.160313586,543.003734573
2.782,599.575498223,1009.12785365,631.113987753,554.868023576,542.703405899
2.784,599.250637006,1008.44948509,630.962823279,554.576011043,542.403368557
2.786,598.926070335,1007.77149647,630.811834089,554.284275988,542.103622547
2.788,598.601798211,1007.09388778,630.661020183,553.99281841,541.804167868
2.79,598.277820633,1006.41665902,630.510381561,553.70163831,541.50500452
2.792,597.954137602,1005.7398102,630.359918223,553.410735687,541.206132504
2.794,597.630749117,1005.06334132,630.209630169,553.120110543,540.907551819
2.796,597.307655178,1004.38725237,630.059517399,552.829762875,540.609262465
2.798,596.984855786,1003.71154335,629.909579913,552.539692686,540.311264443
2.8,596.662350941,1003.03621426,629.75981771,552.249899973,540.013557752
2.802,596.340140642,1002.36126511,629.610230792,551.960384739,539.716142393
2.804,596.018224889,1001.6866959,629.460819157,551.671146982,539.419018365
2.806,595.696603683,1001.01250662,629.311582807,551.382186703,539.122185668
2.808,595.375277024,1000.33869727,629.162521741,551.093503901,538.825644303
2.81,595.05424491,999.665267858,629.013635958,550.805098577,538.529394269
2.812,594.733507344,998.992218379,628.864925459,550.51697073,538.233435566
2.814,594.413064324,998.319548835,628.716390245,550.229120361,537.937768195
2.816,594.09291585,997.647259224,628.568030314,549.94154747,537.642392155
2.818,593.773061923,996.975349548,628.419845667,549.654252056,537.347307447
2.82,593.453502542,996.303819806,628.271836304,549.36723412,537.05251407
2.822,593.134237708,995.632669998,628.124002225,549.080493661,536.758012025
2.824,592.81526742,994.961900124,627.976343431,548.79403068,536.46380131
2.826,592.496591678,994.291510184,627.82885992,548.507845177,536.169881928
2.828,592.178210484,993.621500179,627.681551693,548.221937151,535.876253876
2.83,591.860123835,992.951870108,627.53441875,547.936306603,535.582917156
2.832,591.542331733,992.282619971,627.38746109,547.650953532,535.289871767
2.834,591.224834178,991.613749768,627.240678715,547.365877939,534.99711771
2.836,590.907631169,990.945259499,627.094071624,547.081079823,534.704654984
2.838,590.590722706,990.277149164,626.947639817,546.796559185,534.41248359
2.84,590.27410879,989.609418764,626.801383293,546.512316025,534.120603527
2.842,589.957789421,988.942068297,626.655302054,546.228350342,533.829014795
2.844,589.641764597,988.275097765,626.509396099,545.944662137,533.537717395
2.846,589.326034321,987.608507167,626.363665427,545.66125141,533.246711326
2.848,589.010598591,986.942296503,626.21811004,545.37811816,532.955996588
2.85,588.695457407,986.276465774,626.072729936,545.095262388,532.665573182
2.852,588.38061077,985.611014978,625.927525117,544.812684093,532.375441107
2.854,588.066058679,984.945944117,625.782495581,544.530383276,532.085600364
2.856,587.751801135,984.28125319,625.637641329,544.248359936,531.796050952
2.858,587.437838137,983.616942197,625.492962361,543.966614074,531.506792871
2.86,587.124169686,982.953011138,625.348458678,543.68514569,531.217826122
2.862,586.810795781,982.289460013,625.204130278,543.403954783,530.929150704
2.864,586.497716422,981.626288823,625.059977162,543.123041354,530.640766618
2.866,586.18493161,980.963497566,624.91599933,542.842405402,530.352673863
2.868,585.872441345,980.301086244,624.772196782,542.562046928,530.064872439
2.87,585.560245626,979.639054856,624.628569518,542.281965931,529.777362347
2.872,585.248344453,978.977403402,624.485117538,542.002162413,529.490143586
2.874,584.936737827,978.316131882,624.341840841,541.722636371,529.203216156
2.876,584.625425748,977.655240297,624.198739429,541.443387808,528.916580058
2.878,584.314408215,976.994728645,624.055813301,541.164416722,528.630235291
2.88,584.003685228,976.334596928,623.913062457,540.885723113,528.344181856
2.882,583.693256788,975.674845145,623.770486896,540.607306982,528.058419752
2.884,583.383122894,975.015473296,623.62808662,540.329168329,527.772948979
2.886,583.073283547,974.356481381,623.485861627,540.051307153,527.487769538
2.888,582.763738746,973.697869401,623.343811919,539.773723455,527.202881428
2.89,582.454488492,973.039637354,623.201937494,539.496417234,526.91828465
2.892,582.145532784,972.381785242,623.060238354,539.219388492,526.633979203
2.894,581.836871623,971.724313064,622.918714497,538.942637226,526.349965087
2.896,581.528505008,971.06722082,622.777365924,538.666163438,526.066242303
2.898,581.22043294,970.41050851,622.636192636,538.389967128,525.78281085
2.9,580.912655418,969.754176135,622.495194631,538.114048296,525.499670728
2.902,580.605172442,969.098223693,622.35437191,537.838406941,525.216821938
2.904,580.297984013,968.442651186,622.213724473,537.563043063,524.934264479
2.906,579.991090131,967.787458613,622.07325232,537.287956663,524.651998352
2.908,579.684490795,967.132645974,621.932955451,537.013147741,524.370023556
2.91,579.378186005,966.478213269,621.792833866,536.738616296,524.088340091
2.912,579.072175762,965.824160498,621.652887565,536.464362329,523.806947958
2.914,578.766460066,965.170487662,621.513116548,536.19038584,523.525847156
2.916,578.461038916,964.517194759,621.373520815,535.916686828,523.245037686
2.918,578.155912312,963.864281791,621.234100365,535.643265294,522.964519547
2.92,577.851080255,963.211748757,621.0948552,535.370121237,522.684292739
2.922,577.546542744,962.559595657,620.955785319,535.097254658,522.404357263
2.924,577.24229978,961.907822492,620.816890721,534.824665557,522.124713118
2.926,576.938351362,961.25642926,620.678171408,534.552353933,521.845360304
2.928,576.634697491,960.605415963,620.539627378,534.280319786,521.566298822
2.93,576.331338166,959.954782599,620.401258633,534.008563118,521.287528672
2.932,576.028273387,959.30452917,620.263065171,533.737083926,521.009049852
2.934,575.725503156,958.654655675,620.125046993,533.465882213,520.730862364
2.936,575.42302747,958.005162115,619.9872041,533.194957977,520.452966208
2.938,575.120846331,957.356048488,619.84953649,532.924311219,520.175361383
2.94,574.818959739,956.707314796,619.712044164,532.653941938,519.898047889
2.942,574.517367693,956.058961038,619.574727122,532.383850135,519.621025726
2.944,574.216070193,955.410987213,619.437585364,532.114035809,519.344294895
2.946,573.91506724,954.763393324,619.30061889,531.844498961,519.067855396
2.948,573.614358834,954.116179368,619.1638277,531.575239591,518.791707227
2.95,573.313944973,953.469345346,619.027211794,531.306257698,518.515850391
2.952,573.01382566,952.822891259,618.890771172,531.037553282,518.240284885
2.954,572.714000893,952.176817106,618.754505834,530.769126345,517.965010711
2.956,572.414470672,951.531122886,618.61841578,530.500976885,517.690027868
2.958,572.115234998,950.885808601,618.48250101,530.233104902,517.415336357
2.96,571.81629387,950.240874251,618.346761523,529.965510397,517.140936177
2.962,571.517647289,949.596319834,618.211197321,529.69819337,516.866827328
2.964,571.219295254,948.952145352,618.075808403,529.43115382,516.593009811
2.966,570.921237766,948.308350803,617.940594768,529.164391748,516.319483625
2.968,570.623474824,947.664936189,617.805556418,528.897907154,516.046248771
2.97,570.326006428,947.021901509,617.670693351,528.631700037,515.773305248
2.972,570.028832579,946.379246763,617.536005568,528.365770398,515.500653056
2.974,569.731953277,945.736971952,617.40149307,528.100118236,515.228292196
2.976,569.435368521,945.095077074,617.267155855,527.834743552,514.956222667
2.978,569.139078311,944.453562131,617.132993924,527.569646345,514.68444447
2.98,568.843082648,943.812427122,616.999007278,527.304826616,514.412957604
2.982,568.547381532,943.171672047,616.865195915,527.040284365,514.141762069
2.984,568.251974962,942.531296906,616.731559836,526.776019591,513.870857866
2.986,567.956862938,941.891301699,616.598099041,526.512032295,513.600244994
2.988,567.662045461,941.251686427,616.46481353,526.248322476,513.329923453
2.99,567.36752253,940.612451088,616.331703303,525.984890135,513.059893244
2.992,567.073294146,939.973595684,616.19876836,525.721735272,512.790154366
2.994,566.779360308,939.335120214,616.0660087,525.458857886,512.52070682
2.996,566.485721017,938.697024678,615.933424325,525.196257978,512.251550605
2.998,566.192376272,938.059309076,615.801015234,524.933935547,511.982685721
3.0,565.899326074,937.421973409,615.668781427,524.671890594,511.714112169
3.002,565.606570422,936.785017675,615.536722903,524.410123118,511.445829948
3.004,565.314109317,936.148441876,615.404839664,524.14863312,511.177839059
3.006,565.021942758,935.512246011,615.273131709,523.8874206,510.910139501
3.008,564.730070745,934.87643008,615.141599037,523.626485557,510.642731274
3.01,564.438493279,934.240994083,615.010241649,523.365827992,510.375614379
3.012,564.14721036,933.605938021,614.879059546,523.105447905,510.108788815
3.014,563.856221987,932.971261892,614.748052726,522.845345295,509.842254582
3.016,563.56552816,932.336965698,614.61722119,522.585520162,509.576011681
3.018,563.27512888,931.703049438,614.486564939,522.325972508,509.310060111
3.02,562.985024147,931.069513112,614.356083971,522.066702331,509.044399873
3.022,562.695213959,930.43635672,614.225778287,521.807709631,508.779030966
3.024,562.405698319,929.803580263,614.095647887,521.548994409,508.51395339
3.026,562.116477225,929.171183739,613.965692771,521.290556665,508.249167146
3.028,561.827550677,928.53916715,613.835912939,521.032396398,507.984672233
3.03,561.538918676,927.907530495,613.706308391,520.774513609,507.720468652
3.032,561.250581221,927.276273774,613.576879127,520.516908297,507.456556402
3.034,560.962538313,926.645396987,613.447625147,520.259580463,507.192935483
3.036,560.674789951,926.014900134,613.318546451,520.002530106,506.929605896
3.038,560.387336135,925.384783216,613.189643038,519.745757228,506.66656764
3.04,560.100176867,924.755046231,613.06091491,519.489261826,506.403820716
3.042,559.813312144,924.125689181,612.932362066,519.233043903,506.141365122
3.044,559.526741968,923.496712065,612.803984505,518.977103457,505.879200861
3.046,559.240466339,922.868114883,612.675782229,518.721440488,505.61732793
3.048,558.954485256,922.239897636,612.547755236,518.466054997,505.355746331
3.05,558.668798719,921.612060322,612.419903528,518.210946984,505.094456064
3.052,558.383406729,920.984602943,612.292227103,517.956116448,504.833457128
3.054,558.098309285,920.357525498,612.164725963,517.70156339,504.572749523
3.056,557.813506388,919.730827987,612.037400106,517.447287809,504.312333249
3.058,557.528998038,919.10451041,611.910249533,517.193289707,504.052208307
3.06,557.244784234,918.478572767,611.783274244,516.939569081,503.792374697
3.062,556.960864976,917.853015059,611.65647424,516.686125933,503.532832417
3.064,556.677240265,917.227837284,611.529849519,516.432960263,503.27358147
3.066,556.3939101,916.603039444,611.403400082,516.180072071,503.014621853
3.068,556.110874482,915.978621538,611.277125929,515.927461356,502.755953568
3.07,555.82813341,915.354583566,611.15102706,515.675128118,502.497576614
3.072,555.545686884,914.730925528,611.025103475,515.423072358,502.239490992
3.074,555.263534906,914.107647425,610.899355173,515.171294076,501.981696701
3.076,554.981677473,913.484749255,610.773782156,514.919793272,501.724193741
3.078,554.700114587,912.86223102,610.648384423,514.668569945,501.466982113
3.08,554.418846248,912.240092719,610.523161974,514.417624095,501.210061816
3.082,554.137872455,911.618334352,610.398114808,514.166955723,500.953432851
3.084,553.857193208,910.996955919,610.273242927,513.916564829,500.697095217
3.086,553.576808508,910.37595742,610.148546329,513.666451412,500.441048914
3.088,553.296718355,909.755338856,610.024025016,513.416615473,500.185293943
3.09,553.016922748,909.135100226,609.899678986,513.167057012,499.929830303
3.092,552.737421687,908.51524153,609.775508241,512.917776028,499.674657995
3.094,552.458215173,907.895762768,609.651512779,512.668772521,499.419777018
3.096,552.179303205,907.27666394,609.527692601,512.420046493,499.165187372
3.098,551.900685784,906.657945046,609.404047708,512.171597942,498.910889058
3.1,551.622362909,906.039606087,609.280578098,511.923426868,498.656882075
3.102,551.344334581,905.421647061,609.157283772,511.675533272,498.403166423
3.104,551.066600799,904.80406797,609.03416473,511.427917154,498.149742103
3.106,550.789161564,904.186868813,608.911220972,511.180578513,497.896609114
3.108,550.512016875,903.57004959,608.788452498,510.93351735,497.643767457
3.11,550.235166732,902.953610302,608.665859308,510.686733664,497.391217131
3.112,549.958611137,902.337550947,608.543441402,510.440227456,497.138958136
3.114,549.682350087,901.721871527,608.42119878,510.193998726,496.886990473
3.116,549.406383584,901.106572041,608.299131442,509.948047473,496.635314141
3.118,549.130711628,900.491652489,608.177239388,509.702373698,496.383929141
3.12,548.855334218,899.877112871,608.055522617,509.4569774,496.132835472
3.122,548.580251354,899.262953187,607.933981131,509.21185858,495.882033134
3.124,548.305463037,898.649173437,607.812614928,508.967017237,495.631522128
3.126,548.030969266,898.035773622,607.69142401,508.722453373,495.381302453
3.128,547.756770042,897.422753741,607.570408376,508.478166985,495.131374109
3.13,547.482865365,896.810113794,607.449568025,508.234158076,494.881737097
3.132,547.209255233,896.197853781,607.328902958,507.990426643,494.632391416
3.134,546.935939649,895.585973702,607.208413176,507.746972689,494.383337067
3.136,546.66291861,894.974473557,607.088098677,507.503796212,494.134574049
3.138,546.390192119,894.363353347,606.967959462,507.260897213,493.886102362
3.14,546.117760173,893.752613071,606.847995532,507.018275691,493.637922007
3.142,545.845622774,893.142252729,606.728206885,506.775931647,493.390032983
3.144,545.573779922,892.532272321,606.608593522,506.53386508,493.142435291
3.146,545.302231616,891.922671847,606.489155443,506.292075991,492.89512893
3.148,545.030977857,891.313451307,606.369892648,506.05056438,492.6481139
3.15,544.760018644,890.704610702,606.250805137,505.809330246,492.401390202
3.152,544.489353977,890.096150031,606.13189291,505.56837359,492.154957835
3.154,544.218983857,889.488069294,606.013155967,505.327694411,491.9088168
3.156,543.948908284,888.880368491,605.894594307,505.08729271,491.662967095
3.158,543.679127257,888.273047622,605.776207932,504.847168487,491.417408723
3.16,543.409640776,887.666106687,605.657996841,504.607321741,491.172141681
3.162,543.140448842,887.059545687,605.539961033,504.367752473,490.927165971
3.164,542.871551454,886.45336462,605.42210051,504.128460682,490.682481593
3.166,542.602948613,885.847563488,605.304415271,503.889446369,490.438088546
3.168,542.334640319,885.24214229,605.186905315,503.650709534,490.19398683
3.17,542.06662657,884.637101026,605.069570644,503.412250176,489.950176445
3.172,541.798907369,884.032439697,604.952411256,503.174068295,489.706657392
3.174,541.531482713,883.428158301,604.835427152,502.936163893,489.463429671
3.176,541.264352604,882.82425684,604.718618333,502.698536968,489.22049328
3.178,540.997517042,882.220735313,604.601984797,502.46118752,488.977848222
3.18,540.730976026,881.61759372,604.485526545,502.22411555,488.735494494
